taBTS1,taBTS2,taBTS3,taBTS4,taBTS5,taBTS6,pathBTS6,pathBTS2,pathBTS4,pathBTS5,lon,pathBTS3,pathBTS1,pontoId,lat
0,2,3,2,0,0,115.856666666667,126.09,127.723333333333,118.523333333333,-34.892601,127.89,138.59,2470,-8.065681
0,1,3,1,1,1,133.09,133.223333333333,102.89,99.9566666666667,-34.892082,127.89,112.823333333333,1112,-8.071496
0,1,2,1,1,0,112.656666666667,116.356666666667,114.19,119.823333333333,-34.896572,113.69,106.023333333333,1994,-8.068561
0,1,3,1,0,1,135.265,131.99,112.39,103.465,-34.889477,136.54,124.34,1566,-8.069649
1,0,2,0,2,2,138.19,95.19,120.456666666667,132.023333333333,-34.895725,127.29,120.323333333333,209,-8.07641
0,1,3,1,0,1,137.156666666667,134.623333333333,111.19,102.523333333333,-34.889469,133.456666666667,121.623333333333,1512,-8.069806
1,3,4,3,0,1,146.64,132.99,144.04,139.74,-34.887775,144.54,135.24,2852,-8.062373
1,2,4,2,0,1,128.056666666667,130.09,124.123333333333,120.19,-34.886761,131.656666666667,123.156666666667,2502,-8.065449
1,0,2,0,2,2,138.815,103.89,118.29,129.74,-34.895992,132.515,120.74,207,-8.076415
1,2,4,2,0,1,135.723333333333,125.856666666667,130.623333333333,127.923333333333,-34.888969,131.09,121.256666666667,2723,-8.063658
0,1,3,1,1,0,103.723333333333,131.223333333333,127.69,122.056666666667,-34.894844,128.923333333333,117.29,2253,-8.066782
1,0,3,0,1,2,144.39,125.99,106.223333333333,131.856666666667,-34.890228,136.856666666667,110.79,521,-8.074609
0,1,4,1,0,1,128.523333333333,134.29,125.356666666667,105.956666666667,-34.889194,132.09,123.956666666667,1933,-8.068668
1,0,2,0,2,2,132.59,113.423333333333,102.756666666667,121.756666666667,-34.894333,121.223333333333,114.19,308,-8.075966
1,0,2,0,2,2,139.84,99.465,115.34,129.515,-34.896637,128.615,115.115,157,-8.076654
1,1,1,1,2,1,127.39,124.623333333333,123.123333333333,135.823333333333,-34.900879,119.423333333333,129.023333333333,1260,-8.070687
1,0,2,0,1,1,128.256666666667,115.19,107.256666666667,129.39,-34.897167,123.256666666667,106.09,1043,-8.07205
1,1,2,1,1,1,109.14,106.04,99.74,124.79,-34.898762,116.44,116.69,1999,-8.068554
2,0,1,0,2,2,131.69,87.69,124.49,131.64,-34.89817,117.84,119.64,88,-8.077181
0,1,2,1,1,0,122.29,128.256666666667,109.49,115.923333333333,-34.895741,120.79,106.456666666667,1746,-8.069201
1,2,3,2,1,0,113.923333333333,95.5233333333333,126.956666666667,129.856666666667,-34.895317,129.723333333333,137.59,2744,-8.063561
1,2,4,2,0,1,132.99,133.84,124.09,125.04,-34.887222,129.54,123.69,2483,-8.065581
1,3,5,3,0,1,146.523333333333,140.956666666667,141.723333333333,142.856666666667,-34.886307,139.19,124.19,2747,-8.063551
0,1,3,1,0,0,114.34,118.99,111.19,126.34,-34.893505,117.54,111.64,2150,-8.067466
1,1,1,1,2,1,120.19,119.156666666667,118.723333333333,129.89,-34.900772,112.89,121.49,1129,-8.071365
0,1,3,1,0,1,131.223333333333,138.69,118.99,112.09,-34.891186,125.99,103.156666666667,1676,-8.069365
2,3,3,3,3,1,129.99,113.49,134.456666666667,130.823333333333,-34.903843,131.956666666667,136.556666666667,2901,-8.061305
0,1,4,1,0,1,128.765,134.24,124.215,109.065,-34.888863,129.14,121.34,1872,-8.068839
1,1,1,1,2,2,130.956666666667,120.99,127.756666666667,141.123333333333,-34.900612,124.19,119.056666666667,782,-8.073035
1,0,2,0,1,1,127.423333333333,107.723333333333,105.49,121.756666666667,-34.896,118.356666666667,105.39,847,-8.072767
1,1,1,1,2,2,133.39,124.29,124.99,143.14,-34.900524,125.99,124.34,692,-8.073599
0,1,4,1,0,1,128.456666666667,131.49,111.523333333333,107.19,-34.889526,134.09,124.956666666667,1965,-8.068598
0,0,3,0,1,1,135.84,127.44,107.74,109.79,-34.891079,112.99,105.29,893,-8.072602
0,1,3,1,0,1,136.69,133.223333333333,117.29,113.39,-34.889618,132.056666666667,119.423333333333,1403,-8.070107
0,2,3,2,1,0,124.223333333333,114.79,134.79,124.356666666667,-34.89463,125.29,139.156666666667,2676,-8.063926
2,1,1,1,2,2,135.856666666667,112.89,133.09,138.923333333333,-34.90004,120.423333333333,125.79,432,-8.075367
1,0,2,0,1,1,119.29,104.456666666667,98.29,119.123333333333,-34.89642,123.156666666667,104.523333333333,855,-8.072737
1,0,2,0,1,1,127.49,112.29,108.69,119.19,-34.896996,117.74,113.69,1041,-8.072076
1,0,1,0,2,2,138.356666666667,98.6233333333333,103.623333333333,130.023333333333,-34.898491,92.8233333333333,116.156666666667,659,-8.073793
0,1,2,1,1,1,105.79,122.523333333333,108.856666666667,109.123333333333,-34.894745,119.223333333333,101.09,1563,-8.069654
3,4,3,4,3,2,134.29,125.623333333333,130.99,138.156666666667,-34.906811,135.723333333333,137.923333333333,2951,-8.059345
1,0,2,0,2,2,136.323333333333,97.7566666666667,109.856666666667,127.323333333333,-34.895157,126.356666666667,121.723333333333,255,-8.076238
1,0,2,0,2,2,134.54,101.115,103.74,125.115,-34.89455,128.99,117.64,293,-8.076039
0,2,4,2,0,1,140.39,130.99,115.465,99.39,-34.889885,134.365,128.365,2237,-8.066881
0,1,2,1,1,0,104.24,119.64,116.49,118.74,-34.89674,127.79,101.04,1992,-8.068564
2,1,1,1,2,2,140.84,119.34,129.74,136.54,-34.90004,118.24,125.59,422,-8.075426
1,0,2,0,1,1,126.056666666667,112.39,102.69,125.556666666667,-34.896034,117.69,107.99,856,-8.072733
0,1,3,1,1,1,138.49,129.056666666667,115.656666666667,96.99,-34.89188,122.623333333333,110.756666666667,1280,-8.07063
1,0,1,0,2,2,130.29,101.156666666667,110.923333333333,131.856666666667,-34.898907,89.9233333333333,113.19,646,-8.073911
2,3,3,3,2,1,127.723333333333,122.356666666667,121.723333333333,132.823333333333,-34.901497,133.456666666667,130.756666666667,2838,-8.062428
2,1,1,1,2,2,138.956666666667,121.19,131.656666666667,139.523333333333,-34.899914,126.09,128.69,329,-8.07585
1,2,5,2,0,1,132.29,131.423333333333,119.856666666667,128.423333333333,-34.885086,130.623333333333,121.723333333333,2580,-8.06484
0,1,4,1,0,1,133.69,134.256666666667,118.79,109.09,-34.889503,134.456666666667,121.69,1979,-8.068577
0,1,3,1,0,1,130.35,136.93,117.11,116.23,-34.889782,127.21,111.83,1401,-8.070114
0,1,3,1,1,1,109.79,123.99,105.34,107.94,-34.894081,122.64,106.54,1436,-8.070002
1,0,2,0,2,1,129.056666666667,113.023333333333,102.756666666667,125.123333333333,-34.896473,97.79,93.29,726,-8.073252
1,3,5,3,0,1,149.79,138.94,132.79,142.74,-34.886368,142.94,120.89,2755,-8.063504
0,2,3,2,1,0,121.923333333333,118.023333333333,137.056666666667,135.19,-34.894344,134.156666666667,138.523333333333,2674,-8.063933
0,0,2,0,1,1,130.623333333333,120.69,113.523333333333,111.756666666667,-34.894554,111.556666666667,99.89,897,-8.072587
1,0,2,0,2,1,137.39,110.556666666667,101.256666666667,130.456666666667,-34.897583,93.7566666666667,114.556666666667,695,-8.073563
0,2,3,2,0,0,111.715,114.54,130.24,119.54,-34.894169,130.64,136.765,2584,-8.064787
1,1,2,1,2,1,101.54,112.74,108.94,118.74,-34.900387,108.69,104.99,2108,-8.067963
0,1,3,1,0,1,106.79,135.14,111.14,112.34,-34.89056,120.94,109.39,1535,-8.069731
1,1,2,1,1,1,107.523333333333,117.223333333333,114.123333333333,123.323333333333,-34.897591,118.156666666667,108.19,1479,-8.069895
0,1,3,1,0,1,137.39,136.69,117.056666666667,108.823333333333,-34.889503,131.09,127.623333333333,1635,-8.069481
1,0,3,0,1,2,146.04,125.64,98.315,132.24,-34.890553,132.64,116.315,506,-8.074719
2,1,1,1,2,2,141.056666666667,112.923333333333,135.89,141.123333333333,-34.899734,127.523333333333,130.656666666667,225,-8.07638
1,1,2,1,1,1,99.29,116.356666666667,112.69,118.19,-34.898239,116.456666666667,101.223333333333,1572,-8.069633
2,1,1,1,2,2,143.74,112.44,134.44,136.54,-34.899715,129.19,120.89,185,-8.076459
1,2,4,2,0,1,129.956666666667,129.056666666667,128.756666666667,114.723333333333,-34.886631,133.523333333333,119.556666666667,2509,-8.065397
1,2,3,2,1,0,111.84,104.19,99.79,124.89,-34.897236,124.89,129.59,2756,-8.063487
1,1,1,1,2,2,124.79,119.59,120.423333333333,138.723333333333,-34.900681,119.656666666667,117.223333333333,949,-8.072487
1,0,2,0,2,2,143.223333333333,120.256666666667,105.29,120.39,-34.893204,122.923333333333,119.123333333333,367,-8.075631
2,1,1,1,2,2,139.29,104.29,132.523333333333,137.723333333333,-34.899685,121.323333333333,125.223333333333,167,-8.076573
2,0,1,0,3,2,139.015,104.54,137.14,135.14,-34.899296,120.965,123.065,2,-8.07757
1,1,2,1,2,1,107.19,114.19,118.14,123.44,-34.900063,118.94,101.24,1834,-8.068932
0,1,3,1,1,1,133.49,116.615,96.29,109.365,-34.89183,125.215,107.79,1161,-8.071136
0,1,3,1,0,1,122.423333333333,134.223333333333,117.123333333333,107.59,-34.890263,128.323333333333,111.223333333333,1473,-8.069913
0,1,3,1,0,1,127.54,135.74,120.29,105.19,-34.890324,130.115,122.64,2077,-8.06813
0,1,2,1,1,1,119.49,119.29,108.523333333333,131.423333333333,-34.896809,118.59,102.456666666667,1213,-8.07081
1,2,4,2,0,1,135.69,129.923333333333,126.756666666667,130.023333333333,-34.888653,141.723333333333,120.623333333333,2788,-8.063125
1,0,2,0,2,2,138.523333333333,79.69,117.89,129.056666666667,-34.897518,130.89,120.556666666667,124,-8.076922
1,1,2,1,1,1,117.49,123.49,112.956666666667,126.323333333333,-34.897121,121.923333333333,104.723333333333,1102,-8.071583
1,3,4,3,0,1,139.39,128.056666666667,122.79,138.323333333333,-34.888275,140.09,125.99,2836,-8.062465
1,0,3,0,1,2,145.84,123.365,96.79,128.515,-34.890968,124.74,112.665,491,-8.074844
1,2,2,2,2,1,127.39,125.74,127.29,134.04,-34.901455,127.69,140.09,2701,-8.063788
1,0,2,0,2,2,133.623333333333,106.756666666667,126.49,127.09,-34.896214,129.49,121.523333333333,356,-8.075703
2,1,1,1,2,2,141.69,116.09,132.64,138.84,-34.89999,123.99,131.54,380,-8.075534
1,0,2,0,2,2,139.356666666667,91.6233333333333,117.556666666667,126.09,-34.895794,131.69,124.956666666667,230,-8.076363
1,0,3,0,1,2,147.19,125.99,98.9566666666667,134.656666666667,-34.890759,124.856666666667,117.923333333333,499,-8.07478
2,3,3,3,2,1,131.19,122.94,128.74,126.59,-34.901951,134.14,128.99,2879,-8.06187
0,2,3,2,0,0,111.923333333333,112.856666666667,131.823333333333,124.456666666667,-34.894222,129.59,134.523333333333,2593,-8.064687
0,2,3,2,0,0,112.123333333333,127.69,132.023333333333,116.523333333333,-34.892624,124.956666666667,138.156666666667,2473,-8.065664
1,2,3,2,1,0,111.179473684211,99.9636842105263,111.695263157895,125.932105263158,-34.897289,123.263684210526,132.032105263158,2814,-8.062815
1,1,1,1,2,2,138.14,116.29,127.59,138.74,-34.900249,104.24,113.79,510,-8.074674
1,3,4,3,0,1,145.99,139.823333333333,140.323333333333,142.723333333333,-34.887798,137.59,141.223333333333,2858,-8.062348
0,1,3,1,0,1,113.523333333333,132.756666666667,117.156666666667,90.0233333333333,-34.891048,127.356666666667,124.323333333333,1931,-8.068669
1,0,1,0,2,2,130.59,107.39,110.59,135.056666666667,-34.898983,91.69,117.823333333333,643,-8.073932
0,0,3,0,1,1,136.19,125.69,105.69,94.815,-34.892143,129.19,111.19,1087,-8.071721
1,0,2,0,2,2,138.615,106.89,114.965,129.465,-34.895664,135.79,120.34,191,-8.076435
0,1,3,1,1,1,134.49,121.856666666667,101.39,98.9566666666667,-34.89069,121.756666666667,104.756666666667,966,-8.072448
1,0,3,0,1,2,134.84,131.54,117.84,116.74,-34.890377,128.49,92.54,642,-8.07395
0,1,3,1,1,0,102.09,127.223333333333,123.59,117.756666666667,-34.894928,127.723333333333,116.456666666667,2262,-8.066742
2,0,1,0,2,2,136.49,94.5233333333333,123.756666666667,127.356666666667,-34.898094,125.056666666667,126.323333333333,86,-8.07719
0,0,3,0,1,1,125.64,115.94,98.44,109.19,-34.892948,113.89,90.44,960,-8.072458
0,1,2,1,1,1,114.323333333333,128.723333333333,110.69,110.99,-34.895008,114.856666666667,102.69,1609,-8.06955
2,0,1,0,2,2,134.54,83.24,124.24,135.39,-34.898571,120.54,122.59,56,-8.077357
1,1,1,1,2,2,132.04,113.79,125.49,141.59,-34.900303,113.54,112.69,552,-8.074457
1,0,2,0,2,1,123.723333333333,108.39,97.09,122.023333333333,-34.896641,117.09,95.1233333333333,826,-8.072871
0,2,3,2,0,0,119.79,134.065,134.04,107.39,-34.891319,132.89,139.115,2392,-8.065823
1,0,2,0,2,2,138.39,105.19,111.39,126.323333333333,-34.894718,122.69,119.19,291,-8.076043
1,2,5,2,0,1,141.923333333333,133.056666666667,131.523333333333,139.256666666667,-34.88596,136.923333333333,128.356666666667,2683,-8.063899
1,1,1,1,2,2,138.756666666667,106.99,120.856666666667,130.523333333333,-34.900158,91.5233333333333,118.523333333333,601,-8.074213
2,1,1,1,2,2,140.656666666667,107.69,131.79,137.423333333333,-34.899803,126.256666666667,123.49,277,-8.076131
0,1,3,1,0,0,114.723333333333,128.856666666667,115.99,112.256666666667,-34.892368,124.356666666667,132.29,2157,-8.067377
0,2,3,2,0,0,121.24,133.59,133.34,119.99,-34.8918,135.74,140.39,2385,-8.065832
1,1,1,1,2,2,131.39,104.74,123.59,142.34,-34.900311,113.49,109.64,559,-8.0744
0,1,3,1,1,0,95.79,122.123333333333,124.423333333333,121.856666666667,-34.895679,123.823333333333,122.456666666667,2309,-8.066382
0,1,3,1,1,0,96.1233333333333,104.79,98.8566666666667,114.723333333333,-34.89687,116.223333333333,124.49,2310,-8.06638
0,1,4,1,0,1,128.24,129.89,124.49,117.79,-34.888126,134.94,122.59,1745,-8.069209
1,0,3,0,1,2,135.59,134.89,117.656666666667,121.023333333333,-34.890255,123.19,99.19,587,-8.07425
1,1,2,1,1,1,111.556666666667,109.056666666667,96.9233333333333,125.223333333333,-34.898907,114.956666666667,112.99,2009,-8.068507
1,0,2,0,2,2,136.99,118.89,109.99,126.79,-34.894035,121.64,110.14,326,-8.075871
1,1,1,1,2,2,134.54,117.69,125.99,142.34,-34.900562,121.34,128.94,710,-8.073412
1,0,2,0,2,1,127.39,109.323333333333,103.056666666667,125.656666666667,-34.896633,118.99,109.423333333333,815,-8.072903
1,0,2,0,1,1,129.59,117.44,104.14,122.79,-34.896313,116.14,108.14,779,-8.073052
2,3,3,3,2,1,124.123333333333,121.29,129.256666666667,129.023333333333,-34.901768,133.09,132.69,2867,-8.062235
2,3,3,3,3,1,131.056666666667,113.723333333333,130.823333333333,130.623333333333,-34.903706,132.123333333333,136.056666666667,2900,-8.061328
2,3,3,3,3,2,128.59,118.256666666667,132.99,125.723333333333,-34.904106,127.956666666667,134.456666666667,2903,-8.061263
0,1,2,1,1,1,116.023333333333,122.156666666667,106.623333333333,120.923333333333,-34.895988,115.256666666667,91.5566666666667,1481,-8.069892
0,1,3,1,1,1,136.556666666667,124.456666666667,106.89,97.39,-34.891792,123.69,97.39,1254,-8.070709
0,1,3,1,0,0,112.79,124.49,109.74,115.39,-34.892181,125.79,116.44,2085,-8.068071
0,1,3,1,0,1,135.415,127.94,109.715,103.59,-34.889622,137.04,127.415,1828,-8.068959
0,2,3,2,0,0,112.223333333333,119.956666666667,131.59,121.656666666667,-34.89381,126.956666666667,129.456666666667,2500,-8.065465
0,1,3,1,1,1,103.156666666667,121.09,114.856666666667,113.19,-34.893269,123.656666666667,105.09,1333,-8.070435
3,3,3,3,3,2,132.29,123.79,131.94,135.69,-34.905697,128.19,135.89,2934,-8.06028
1,1,2,1,1,1,121.89,116.94,103.79,125.89,-34.896942,120.69,93.64,1164,-8.071122
1,0,2,0,1,1,133.623333333333,103.923333333333,103.023333333333,125.156666666667,-34.896393,124.99,104.423333333333,796,-8.072941
0,2,3,2,1,0,116.223333333333,117.756666666667,136.09,122.956666666667,-34.894356,127.923333333333,132.923333333333,2612,-8.06445
0,0,3,0,1,1,127.39,125.723333333333,108.823333333333,97.3566666666667,-34.892307,124.59,112.523333333333,1017,-8.072214
1,0,2,0,2,2,141.19,105.69,120.856666666667,127.69,-34.89603,134.823333333333,114.69,188,-8.076449
1,0,2,0,2,2,131.99,104.123333333333,121.523333333333,127.723333333333,-34.895996,129.923333333333,122.323333333333,226,-8.076376
1,0,2,0,2,2,136.556666666667,81.3233333333333,123.923333333333,127.856666666667,-34.897411,131.056666666667,116.19,128,-8.076888
0,0,3,0,1,1,126.956666666667,121.923333333333,103.056666666667,107.823333333333,-34.893414,114.69,102.623333333333,982,-8.072403
0,1,3,1,0,1,133.723333333333,135.823333333333,114.656666666667,100.456666666667,-34.889526,129.19,129.69,1646,-8.069456
1,2,3,2,1,0,114.923333333333,103.656666666667,92.1566666666667,123.39,-34.897175,124.256666666667,126.623333333333,2666,-8.063986
0,1,3,1,0,1,126.74,139.99,117.465,111.49,-34.890018,130.99,101.315,1422,-8.070037
2,3,3,3,3,2,133.19,125.89,135.056666666667,134.723333333333,-34.905155,127.29,137.423333333333,2916,-8.060772
1,2,5,2,0,1,136.523333333333,134.823333333333,124.456666666667,120.29,-34.885395,140.223333333333,123.223333333333,2559,-8.064996
1,1,1,1,2,1,128.823333333333,126.823333333333,123.323333333333,137.023333333333,-34.900856,129.89,127.19,1199,-8.070892
0,1,2,1,1,1,100.99,122.99,114.94,114.94,-34.894836,120.09,105.59,1585,-8.069607
0,1,3,1,0,1,108.79,131.59,116.24,104.44,-34.890854,126.34,117.34,1621,-8.069521
1,2,4,2,0,1,137.723333333333,132.656666666667,131.856666666667,126.09,-34.889416,130.556666666667,127.423333333333,2613,-8.064446
1,1,1,1,2,2,130.89,126.04,124.14,142.04,-34.900566,122.94,121.74,707,-8.07344
1,1,2,1,1,1,123.14,121.04,110.74,133.39,-34.897152,122.29,105.64,1099,-8.071604
3,3,3,3,3,2,134.49,129.69,132.89,133.923333333333,-34.905945,132.29,133.956666666667,2937,-8.060065
0,2,3,2,1,0,96.59,113.723333333333,102.256666666667,125.156666666667,-34.896923,118.423333333333,120.256666666667,2360,-8.065982
1,1,2,1,2,1,112.09,114.923333333333,118.856666666667,126.523333333333,-34.900417,122.956666666667,106.456666666667,1856,-8.068872
1,0,2,0,2,2,139.69,106.523333333333,129.656666666667,130.156666666667,-34.895958,131.79,118.723333333333,223,-8.076381
0,1,2,1,1,0,114.79,116.64,97.79,112.69,-34.895428,124.34,108.89,1688,-8.069335
1,0,2,0,2,2,142.656666666667,97.99,121.09,129.523333333333,-34.895897,130.79,126.356666666667,199,-8.076427
0,1,2,1,1,1,97.9566666666667,110.49,107.656666666667,125.123333333333,-34.897366,116.59,103.29,1387,-8.07015
0,1,3,1,0,0,108.64,133.44,125.34,119.84,-34.893723,127.14,115.89,2260,-8.066756
1,2,5,2,0,1,144.09,138.69,119.59,140.64,-34.885616,136.74,112.265,2640,-8.064148
0,1,2,1,1,1,117.323333333333,122.423333333333,107.523333333333,123.69,-34.897041,118.456666666667,89.8566666666667,1321,-8.070479
0,1,4,1,0,1,125.59,133.59,127.256666666667,103.49,-34.888775,125.923333333333,113.656666666667,1854,-8.068877
0,1,3,1,0,0,109.50914893617,131.741063829787,123.415531914894,123.594255319149,-34.893833,129.202765957447,120.255957446809,2210,-8.067008
0,1,4,1,0,1,130.59,136.156666666667,122.256666666667,114.756666666667,-34.889095,132.49,120.69,1909,-8.068729
0,1,2,1,1,0,92.04,103.64,97.14,120.29,-34.896854,113.99,119.79,2295,-8.066511
1,0,3,0,1,2,136.223333333333,142.323333333333,121.89,122.556666666667,-34.890263,124.39,103.223333333333,595,-8.074224
0,2,4,2,0,0,120.49,136.056666666667,126.723333333333,122.856666666667,-34.89069,137.09,136.256666666667,2406,-8.065813
0,1,3,1,0,0,117.19,130.34,116.19,119.99,-34.891666,127.24,106.49,2048,-8.068336
0,1,2,1,1,1,117.39,109.123333333333,101.756666666667,123.423333333333,-34.895786,120.723333333333,115.256666666667,1178,-8.071036
0,1,3,1,0,0,108.29,125.44,121.84,118.24,-34.893974,126.79,115.74,2167,-8.067243
2,1,1,1,2,2,138.64,107.79,129.64,132.94,-34.899654,120.34,114.49,159,-8.07665
1,0,2,0,2,1,129.69,101.156666666667,104.19,128.856666666667,-34.898251,93.3233333333333,124.29,674,-8.073746
0,1,2,1,1,1,119.34,107.64,99.29,128.24,-34.896717,119.49,102.64,1322,-8.070476
1,0,2,0,2,2,130.49,115.34,108.84,127.64,-34.893963,123.39,115.24,338,-8.075804
1,0,2,0,2,2,141.723333333333,107.056666666667,102.823333333333,128.923333333333,-34.894905,128.29,116.156666666667,273,-8.07615
2,3,3,3,2,1,124.19,122.023333333333,129.39,128.023333333333,-34.90192,135.99,130.89,2877,-8.061975
0,1,2,1,1,0,109.19,121.29,108.89,115.04,-34.895958,117.24,108.44,1825,-8.068961
1,0,2,0,1,1,128.015,97.715,90.565,124.015,-34.896683,122.74,99.615,854,-8.072737
1,1,1,1,2,1,121.49,128.015,124.465,132.315,-34.900742,117.04,124.44,1555,-8.069679
0,1,3,1,0,1,109.556666666667,126.823333333333,118.423333333333,112.323333333333,-34.891171,127.556666666667,115.49,1981,-8.068574
1,1,2,1,2,1,107.79,119.59,117.54,121.24,-34.899532,119.89,104.59,1772,-8.069138
1,1,1,1,2,1,132.023333333333,129.956666666667,125.256666666667,136.156666666667,-34.900864,118.29,131.623333333333,1442,-8.069986
1,0,2,0,2,2,135.356666666667,90.59,116.023333333333,128.69,-34.896431,128.19,120.456666666667,169,-8.076567
0,1,3,1,0,0,108.156666666667,131.256666666667,126.79,123.056666666667,-34.893955,128.256666666667,111.09,2176,-8.067173
0,1,2,1,1,0,102.923333333333,113.956666666667,115.49,124.823333333333,-34.897278,116.39,103.323333333333,2018,-8.068484
2,1,1,1,3,2,140.223333333333,107.856666666667,136.856666666667,134.256666666667,-34.899479,125.956666666667,120.456666666667,107,-8.077043
0,1,3,1,0,0,106.84,122.59,124.24,120.64,-34.893528,131.69,119.39,2312,-8.066364
0,1,2,1,1,1,119.556666666667,118.49,107.29,121.623333333333,-34.896816,116.523333333333,90.6233333333333,1251,-8.070713
1,1,2,1,1,1,693.661880547338,116.556666666667,119.39,123.023333333333,-34.897552,119.923333333333,109.39,1467,-8.06993
1,2,3,2,1,0,118.29,105.59,109.89,128.356666666667,-34.89706,124.79,126.99,2696,-8.063826
2,1,1,1,2,2,141.723333333333,112.323333333333,131.923333333333,131.856666666667,-34.899635,119.023333333333,119.656666666667,155,-8.076687
0,1,3,1,0,0,108.223333333333,133.556666666667,123.556666666667,120.356666666667,-34.893795,127.59,120.69,2230,-8.066914
0,1,2,1,1,1,118.156666666667,124.023333333333,107.39,129.723333333333,-34.896118,115.09,105.123333333333,1433,-8.07001
0,1,3,1,0,0,114.323333333333,132.323333333333,120.79,120.09,-34.893555,129.023333333333,119.09,2304,-8.066436
1,2,3,2,1,0,113.223333333333,106.29,127.99,121.89,-34.896717,127.223333333333,123.923333333333,2722,-8.063666
0,0,3,0,1,1,119.923333333333,120.056666666667,98.0233333333333,107.223333333333,-34.892242,117.623333333333,108.956666666667,963,-8.072454
2,1,1,1,3,2,134.856666666667,107.023333333333,133.723333333333,135.49,-34.899521,122.256666666667,122.09,114,-8.076993
0,2,3,2,1,0,114.656666666667,106.323333333333,134.623333333333,122.123333333333,-34.89447,120.123333333333,134.656666666667,2632,-8.064234
0,1,2,1,1,1,123.09,110.19,97.84,123.64,-34.896267,119.09,99.69,1451,-8.069962
2,0,1,0,2,2,138.09,82.4566666666667,118.756666666667,128.856666666667,-34.898819,118.756666666667,124.89,54,-8.077358
1,1,1,1,2,2,133.123333333333,108.49,111.49,134.79,-34.899487,98.5566666666667,119.423333333333,627,-8.074062
1,0,3,0,1,2,147.823333333333,122.79,100.223333333333,130.656666666667,-34.890381,132.623333333333,112.923333333333,513,-8.074666
1,0,3,0,2,2,129.523333333333,122.256666666667,107.19,119.856666666667,-34.892868,124.723333333333,115.323333333333,409,-8.075452
1,1,2,1,2,1,95.2233333333333,102.356666666667,99.0233333333333,122.056666666667,-34.89967,122.456666666667,113.823333333333,2059,-8.068255
0,2,3,2,1,0,93.94,102.39,98.14,114.74,-34.896896,113.74,119.09,2328,-8.066243
1,0,2,0,2,2,139.756666666667,80.9233333333333,119.223333333333,130.39,-34.897358,133.456666666667,117.956666666667,129,-8.076888
0,1,4,1,0,1,130.423333333333,130.523333333333,115.756666666667,105.09,-34.889565,136.99,124.723333333333,1941,-8.068654
1,1,1,1,2,2,134.14,116.44,126.94,140.44,-34.900185,123.54,118.89,484,-8.074917
0,1,4,1,0,1,132.14,136.815,124.54,104.115,-34.889164,131.265,123.09,1922,-8.068698
1,2,3,2,1,0,114.523333333333,102.323333333333,115.223333333333,125.823333333333,-34.897297,124.856666666667,130.756666666667,2801,-8.062943
0,1,3,1,0,1,113.14,128.34,107.19,112.19,-34.891361,123.19,110.34,2019,-8.068483
0,1,2,1,1,1,116.09,107.59,106.44,124.64,-34.896835,116.94,94.49,1344,-8.0704
1,0,2,0,2,1,138.74,99.04,101.19,129.39,-34.897491,93.04,112.59,697,-8.073538
2,0,1,0,3,2,141.29,79.0233333333333,120.956666666667,129.59,-34.899101,118.356666666667,123.023333333333,20,-8.077503
1,1,2,1,1,1,97.89,105.19,93.59,130.34,-34.898346,110.14,99.89,1938,-8.06866
0,1,2,1,1,0,112.456666666667,106.923333333333,90.6566666666667,121.29,-34.896721,105.823333333333,114.223333333333,2133,-8.067716
1,0,2,0,1,1,125.19,110.04,100.49,120.04,-34.895966,123.49,105.19,839,-8.072803
1,3,4,3,0,1,145.79,133.723333333333,143.556666666667,139.756666666667,-34.887772,144.223333333333,136.523333333333,2855,-8.062371
0,1,4,1,0,1,131.54,133.49,127.79,113.34,-34.888065,135.14,120.39,1724,-8.069246
0,1,2,1,1,1,106.756666666667,112.123333333333,110.49,120.723333333333,-34.897247,120.523333333333,92.6566666666667,1359,-8.070337
1,0,1,0,2,2,130.84,94.49,104.29,131.64,-34.898548,89.39,116.99,657,-8.073812
0,2,3,2,0,0,118.565,131.39,134.34,105.74,-34.892345,127.74,141.765,2423,-8.0658
0,1,3,1,0,1,134.423333333333,133.29,124.39,79.29,-34.89119,135.356666666667,123.99,1851,-8.068884
1,0,3,0,1,1,138.39,134.423333333333,115.723333333333,119.89,-34.890629,129.89,102.056666666667,745,-8.073204
0,1,3,1,1,1,139.09,131.54,114.74,89.99,-34.891975,132.94,105.74,1172,-8.071087
0,1,2,1,1,1,114.456666666667,115.756666666667,108.99,127.056666666667,-34.896893,118.423333333333,100.456666666667,1296,-8.070576
0,0,3,0,NA,1,132.94,105.14,86.815,113.815,-34.892147,119.64,118.44,995,-8.072352
1,0,2,0,2,2,138.04,109.54,115.99,125.89,-34.89629,130.19,124.39,403,-8.075461
0,1,2,1,1,0,101.423333333333,121.19,120.656666666667,117.49,-34.896652,112.89,105.423333333333,1998,-8.068559
1,0,2,0,2,2,135.59,115.923333333333,102.79,124.29,-34.893837,125.423333333333,117.556666666667,337,-8.075806
1,0,2,0,2,1,116.656666666667,108.39,103.69,123.99,-34.896576,120.656666666667,94.4566666666667,769,-8.073114
0,1,3,1,0,1,132.423333333333,135.123333333333,123.523333333333,105.656666666667,-34.889618,134.823333333333,128.656666666667,1896,-8.068773
2,0,1,0,2,2,133.59,85.3233333333333,121.156666666667,131.356666666667,-34.898842,121.39,116.49,52,-8.077362
